Parts of speech,Suffix
ক্রিয়া,র
বিশেষ্য,ি
বিশেষ্য,োল
সর্বনাম,তি
বিশেষ্য,া
বিশেষণ,স
বিশেষ্য,ম
বিশেষ্য,র
ক্রিয়া,ম
বিশেষ্য,কেন
বিশেষ্য,ত
বিশেষ্য,দ্র
বিশেষ্য,ক
বিশেষণ,ল
বিশেষ্য,নী
বিশেষ্য,ল
বিশেষ্য,ম
বিশেষ্য,্ময়
বিশেষ্য,্য
বিশেষণ,টি
বিশেষ্য,দ্দুম
বিশেষ্য,মুড়
বিশেষ্য,হুড়
বিশেষ্য,ুম
বিশেষ্য,ংকার
বিশেষ্য,েস্ত
বিশেষণ,িক
বিশেষ্য,োড়
বিশেষ্য,া
বিশেষ্য,ীত
বিশেষণ,দা
বিশেষ্য,িত
বিশেষণ,োচ্চ
বিশেষণ,তা
বিশেষ্য,বিদ্যা
বিশেষ্য,পঞ্জী
বিশেষ্য,বাদ
বিশেষ্য,ী
বিশেষণ,তা
বিশেষ্য,বহুল
বিশেষ্য,কর
বিশেষ্য,ী
বিশেষ্য,ক
বিশেষ্য,ী
বিশেষ্য,ার্ধ
বিশেষ্য,িক
বিশেষ্য,ধিক্য
বিশেষ্য,্সবাদী
বিশেষ্য,াধিকার
বিশেষ্য,বী
বিশেষ্য,িক
বিশেষ্য,াক
বিশেষ্য,ক
বিশেষণ,ি
বিশেষ্য,ক
বিশেষ্য,্ষা
বিশেষ্য,ী
বিশেষণ,্তিত
