Word,Parts of speech,Suffix
বেদুইন,বিশেষ্য,ুইন
বেধড়ক,বিশেষণ,ড়ক
বেনজির,বিশেষণ,জির
বেনিয়ম,বিশেষ্য,িয়ম
বেনিয়ান,বিশেষ্য,িয়ান
বেপছন্দ,বিশেষণ,ছন্দ
বেপরোয়া,বিশেষণ,রোয়া
বেপাড়া,বিশেষ্য,াড়া
বেপাত্তা,বিশেষণ,াত্তা
বেপোট,বিশেষ্য,োট
বেফাঁস,বিশেষণ,াঁস
বেবন্দেজ,বিশেষণ,ন্দেজ
বেবন্দোবস্ত,বিশেষ্য,ন্দোবস্ত
বেবাক,বিশেষণ,াক
বেবুন,বিশেষণ,ুন
বেমক্কা,বিশেষণ,ক্কা
বেমরশুমি,বিশেষণ,রশুমি
বেমানান,বিশেষণ,ানান
বেমালুম,বিশেষণ,ালুম
বেমিল,বিশেষণ,িল
বেমেরামত,বিশেষ্য,েরামত
বেরং,বিশেষ্য,ং
বেরসিক,বিশেষণ,সিক
বেরাদার,বিশেষ্য,াদার
বেরিবেরি,বিশেষ্য,িবেরি
বেলচা,বিশেষ্য,চা
বেলেল্লা,বিশেষণ,েল্লা
বেলেস্তারা,বিশেষ্য,েস্তারা
বেলোয়ারি,বিশেষণ,োয়ারি
বেল্লিক,বিশেষণ,্লিক
বেশবার,বিশেষ্য,বার
বেশরম,বিশেষণ,রম
বেশুমার,বিশেষণ,ুমার
বেশ্ম,বিশেষ্য,্ম
বেশ্যা,বিশেষ্য,্যা
বেসরকারি,বিশেষণ,রকারি
বেসাত,বিশেষ্য,াত
বেসামাল,বিশেষণ,ামাল
বেসালি,বিশেষ্য,ালি
বেসিন,বিশেষ্য,িন
বেসুর,বিশেষ্য,ুর
বেহদ্দ,বিশেষণ,দ্দ
বেহাগ,বিশেষ্য,াগ
বেহাত,বিশেষণ,াত
বেহাল,বিশেষ্য,াল
বেহালা,বিশেষ্য,ালা
বেহায়া,বিশেষণ,ায়া
বেহিসাব,বিশেষ্য,িসাব
বেহুঁশ,বিশেষণ,ুঁশ
বেহেড,বিশেষণ,েড
বেহ্ম,বিশেষ্য,্ম
বেয়নেট,বিশেষ্য,নেট
বেয়াড়া,বিশেষণ,াড়া
বেয়ারিং,বিশেষণ,ারিং
বৈকল্পিক,বিশেষণ,পিক
বৈচক্ষণ্য,বিশেষ্য,ষণ্য
বৈধর্ম্য,বিশেষ্য,্ম্য
বৈভাষিক,বিশেষণ,িক
বৈরূপ্য,বিশেষ্য,প্য
বৈশিষ্ট্য,বিশেষ্য,ট্য
বৈশ্বানর,বিশেষ্য,নর
বোগেনভিলিয়া,বিশেষ্য,নভিলিয়া
বোম্বাই,বিশেষণ,বাই
বোম্বেটে,বিশেষ্য,বেটে
ব্যক্তীকৃত,বিশেষণ,তীকৃত
ব্যতিব্যস্ত,বিশেষণ,ব্যস্ত
ব্যতিরিক্ত,বিশেষণ,রিক্ত
ব্যতিরেক,বিশেষ্য,রেক
ব্যতীপাত,বিশেষ্য,পাত
ব্যবকলন,বিশেষ্য,লন
ব্যবস্হাপক,বিশেষণ,্হাপক
ব্যাকটিরিয়া,বিশেষ্য,রিয়া
ব্যাকব্রাশ,বিশেষ্য,রাশ
ব্যান্নন,বিশেষ্য,নন
ব্যালান্স,বিশেষ্য,ন্স
ব্যাসকূট,বিশেষ্য,ূট
ব্যুত্ক্রম,বিশেষ্য,ক্রম
ব্যুত্পত্তি,বিশেষ্য,পত্তি
ব্রহ্মডাঙা,বিশেষ্য,াঙা
ব্রিগেড,বিশেষ্য,ড
ব্রেকফাস্ট,বিশেষ্য,াস্ট
ব্রেসলেট,বিশেষ্য,েট
ব্রোকে়ড,বিশেষ্য,়ড
ব্ল্যাকবোর্ড,বিশেষ্য,র্ড
বয়কট,বিশেষ্য,ট
বয়স্ক,বিশেষণ,্ক
বয়স্বী,বিশেষণ,্বী
বয়োকনিষ্ঠ,বিশেষণ,কনিষ্ঠ
বয়োজ্যেষ্ঠ,বিশেষণ,জ্যেষ্ঠ
বয়োবৃদ্ধ,বিশেষণ,বৃদ্ধ
ভক্কি,বিশেষ্য,কি
ভগবদ্গীতা,বিশেষ্য,দ্গীতা
ভগবদ্ভক্ত,বিশেষণ,দ্ভক্ত
ভট্টাচার্য,বিশেষ্য,টাচার্য
ভট্টারক,বিশেষ্য,টারক
ভবনশিখী,বিশেষ্য,শিখী
ভবার্ণব,বিশেষ্য,র্ণব
ভবিতব্য,বিশেষ্য,তব্য
ভবিষ্য,বিশেষণ,ষ্য
ভবিষ্যত্,বিশেষণ,ষ্যত্
ভব্যিযুক্ত,বিশেষণ,যিযুক্ত
ভাঁওতা,বিশেষ্য,ওতা
ভাঁটুই,বিশেষ্য,টুই
ভাঁড়ানো,ক্রিয়া,ড়ানো
ভাঁড়ার,বিশেষ্য,ড়ার
ভাংচি,বিশেষ্য,চি
ভাংটা,বিশেষ্য,টা
ভাংরা,বিশেষ্য,রা
ভাইরাস,বিশেষ্য,রাস
ভাইসচ্যান্সেলর,বিশেষ্য,সচ্যান্সেলর
ভাইসরয়,বিশেষ্য,সরয়
ভাওয়াইয়া,বিশেষ্য,য়াইয়া
ভাগনি,বিশেষ্য,নি
ভাগবত,বিশেষণ,বত
ভাগাভাগি,বিশেষ্য,াভাগি
ভাগিনেয়,বিশেষ্য,িনেয়
ভাগী,বিশেষণ,ী
ভাগ্যি,বিশেষ্য,্যি
ভাগ্যিস,অব্যয়,্যিস
ভাঙচুর,বিশেষ্য,চুর
ভাঙন,বিশেষ্য,ন
ভাঙানি,বিশেষ্য,ানি
ভাঙানো,ক্রিয়া,ানো
ভাজনা,বিশেষণ,না
ভাজাভাজা,বিশেষণ,াভাজা
ভাটিয়ার,বিশেষ্য,িয়ার
ভাটিয়ালি,বিশেষ্য,িয়ালি
ভাণ্ডারা,বিশেষ্য,্ডারা
ভাণ্ডীর,বিশেষ্য,্ডীর
ভাতিজা,বিশেষ্য,িজা
ভাদ্দরবউ,বিশেষ্য,্দরবউ
ভাদ্দুরে,বিশেষণ,্দুরে
ভাদ্র,বিশেষ্য,্র
ভাববাচ্য,বিশেষ্য,বাচ্য
ভাববাদ,বিশেষ্য,বাদ
ভাবিক,বিশেষণ,িক
ভাবিনী,বিশেষ্য,িনী
ভাবুনে,বিশেষণ,ুনে
ভামিনী,বিশেষ্য,িনী
ভারতনাট্যম,বিশেষ্য,তনাট্যম
ভারতবর্ষ,বিশেষ্য,তবর্ষ
ভারতবর্ষীয়,বিশেষণ,তবর্ষীয়
ভারতী,বিশেষ্য,তী
ভারিভুরি,বিশেষ্য,িভুরি
ভারুই,বিশেষ্য,ুই
ভারোত্তোলন,বিশেষ্য,োত্তোলন
ভার্গব,বিশেষ্য,্গব
ভার্যা,বিশেষ্য,্যা
ভালুক,বিশেষ্য,ুক
ভালোবাসা,ক্রিয়া,োবাসা
ভালোমানুষ,বিশেষ্য,োমানুষ
ভাসন্ত,বিশেষণ,ন্ত
ভাসমান,বিশেষণ,মান
ভায়াদ,বিশেষ্য,াদ
ভিরকুটি,বিশেষ্য,টি
ভুকভুক,অব্যয়,ুক
ভুজুভাজুং,বিশেষ্য,ভাজুং
ভুজ্জি,বিশেষ্য,জি
ভুড়ুকভুড়ুক,বিশেষ্য,়ুক
ভূতুড়ে,বিশেষণ,ুড়ে
ভূপালি,বিশেষ্য,ালি
ভূমিকা,বিশেষ্য,িকা
ভূমিষ্ঠ,বিশেষণ,িষ্ঠ
ভূম্যধিকারী,বিশেষ্য,্যধিকারী
ভূর্লোক,বিশেষ্য,্লোক
ভূয়িষ্ট,বিশেষণ,িষ্ট
ভৃঙ্গারিকা,বিশেষ্য,রিকা
ভেঁপু,বিশেষ্য,ু
ভেটেরখানা,বিশেষ্য,রখানা
ভেলপুরি,বিশেষ্য,ুরি
ভোঁদড়,বিশেষ্য,ড়
ভোঁভোঁ,অব্যয়,োঁ
ভোল্টেজ,বিশেষ্য,টেজ
ভৌগোলিক,বিশেষ্য,লিক
ভ্রমাত্মক,বিশেষণ,ত্মক
ভ্রমিযন্ত্র,বিশেষ্য,যন্ত্র
ভ্রাতুষ্পুত্র,বিশেষ্য,ষ্পুত্র
ভ্রাত্রীয়,বিশেষ্য,রীয়
ভয়শূন্য,বিশেষণ,ূন্য
ভয়াতুর,বিশেষণ,তুর
ভয়ানোক,বিশেষণ,নোক
ভয়াবহ,বিশেষণ,বহ
ভয়ার্ত,বিশেষণ,র্ত
মকম্মল,বিশেষণ,মল
মগ়জ,বিশেষ্য,জ
মগ়জি,বিশেষ্য,জি
মঙ্গোলয়েড,বিশেষ্য,লয়েড
মচ্ছব,বিশেষ্য,ছব
মণ্ডূর,বিশেষ্য,র
মত্কুণ,বিশেষ্য,ুণ
মদ্গুর,বিশেষ্য,গুর
মধুকৈটভ,বিশেষ্য,ৈটভ
মধুমেহ,বিশেষ্য,েহ
মধূত্সব,বিশেষ্য,সব
মধ্যাহ্ন,বিশেষ্য,হ্ন
মনঃশিলা,বিশেষ্য,শিলা
মনছাল,বিশেষ্য,াল
মনমোহিনী,বিশেষণ,োহিনী
মনশ্চক্ষু,বিশেষ্য,্চক্ষু
মনশ্চাঞ্চল্য,বিশেষ্য,্চাঞ্চল্য
মনসবদার,বিশেষ্য,বদার
মনসিজ,বিশেষ্য,িজ
মনস্তত্ত্ব,বিশেষ্য,্তত্ত্ব
মনস্তাপ,বিশেষ্য,্তাপ
মনস্তুষ্টি,বিশেষ্য,্তুষ্টি
মনস্হির,বিশেষ্য,্হির
মনাক্কা,বিশেষ্য,ক্কা
মনিব্যাগ,বিশেষ্য,ব্যাগ
মনীষা,বিশেষ্য,ষা
মনুমেন্ট,বিশেষ্য,মেন্ট
মনোগত,বিশেষণ,গত
মনোজ,বিশেষ্য,জ
মনোজগত্,বিশেষ্য,জগত্
মনোজ্ঞ,বিশেষণ,জ্ঞ
মনোদুঃখ,বিশেষ্য,দুঃখ
মনোনিবেশ,বিশেষ্য,নিবেশ
মনোবল,বিশেষ্য,বল
মনোবাঞ্ছা,বিশেষ্য,বাঞ্ছা
মনোবাসনা,বিশেষ্য,বাসনা
মনোবিকার,বিশেষ্য,বিকার
মনোবিচ্ছেদ,বিশেষ্য,বিচ্ছেদ
মনোবিবাদ,বিশেষ্য,বিবাদ
মনোবৃত্তি,বিশেষ্য,বৃত্তি
মনোব্যধি,বিশেষ্য,ব্যধি
মনোভঙ্গ,বিশেষ্য,ভঙ্গ
মনোভব,বিশেষ্য,ভব
মনোভাব,বিশেষ্য,ভাব
মনোভার,বিশেষ্য,ভার
মনোমতো,বিশেষণ,মতো
মনোমদ,বিশেষ্য,মদ
মনোমন্দির,বিশেষ্য,মন্দির
মনোমালিন্য,বিশেষ্য,মালিন্য
মনোমোহন,বিশেষণ,মোহন
মনোরঞ্জন,বিশেষ্য,রঞ্জন
মনোরথ,বিশেষ্য,রথ
মনোরম,বিশেষ্য,রম
মনোরাজ্য,বিশেষ্য,রাজ্য
মনোলোভ,বিশেষণ,লোভ
মনোহর,বিশেষণ,হর
মন্দন,বিশেষ্য,দন
মন্দাকিনী,বিশেষ্য,দাকিনী
মন্দাক্রান্তা,বিশেষ্য,দাক্রান্তা
মন্দাগ্নি,বিশেষ্য,দাগ্নি
মন্দানিল,বিশেষ্য,দানিল
মন্দার,বিশেষ্য,দার
মন্দির,বিশেষ্য,দির
মন্দিরা,বিশেষ্য,দিরা
মন্দীভূত,বিশেষণ,দীভূত
মন্দুরা,বিশেষ্য,দুরা
মন্দ্রা,বিশেষ্য,দ্রা
মন্বন্তর,বিশেষ্য,বন্তর
মন্মথ,বিশেষ্য,মথ
মন্হাদ্রি,বিশেষ্য,হাদ্রি
মফস্সল,বিশেষ্য,সল
মমত্ব,বিশেষ্য,্ব
মরচে,বিশেষ্য,ে
মরজগত্,বিশেষ্য,গত্
মরদুম,বিশেষ্য,ুম
মরমিয়া,বিশেষণ,িয়া
মরশুম,বিশেষ্য,ুম
মরহুম,বিশেষণ,ুম
মরীচিকা,বিশেষ্য,চিকা
মরুমায়া,বিশেষ্য,মায়া
মরূদ্যান,বিশেষ্য,দ্যান
মর্কট,বিশেষ্য,কট
মর্টগেজ,বিশেষ্য,টগেজ
মর্মর,বিশেষ্য,মর
মলমাস,বিশেষ্য,াস
মল্লার,বিশেষ্য,লার
মস্তিষ্ক,বিশেষ্য,ষ্ক
মহকুমা,বিশেষ্য,মা
মহর্লোক,বিশেষ্য,লোক
মহর্ষি,বিশেষ্য,ষি
মহাখাপ্পা,বিশেষণ,াপ্পা
মহাফেজ,বিশেষ্য,েজ
মহেষ্বাস,বিশেষ্য,্বাস
মহোপাধ্যায়,বিশেষ্য,্যায়
মাইক্রোস্কোপ,বিশেষ্য,ক্রোস্কোপ
মাইনর,বিশেষণ,নর
মাইফেল,বিশেষ্য,ফেল
মাইরি,বিশেষ্য,রি
মাইল,বিশেষ্য,ল
মাউস,বিশেষ্য,স
মাওবাদ,বিশেষ্য,বাদ
মাকড়ি,বিশেষ্য,ড়ি
মাকনা,বিশেষ্য,না
মাকাল,বিশেষ্য,াল
মাকুন্দ,বিশেষণ,ুন্দ
মাগধ,বিশেষণ,ধ
মাগনা,বিশেষণ,না
মাগ্গি,বিশেষ্য,্গি
মাঘোত্সব,বিশেষ্য,োত্সব
মাছি,বিশেষ্য,ি
মাজুফল,বিশেষ্য,ুফল
মাজুর,বিশেষণ,ুর
মাঝার,বিশেষ্য,ার
মাঝারি,বিশেষণ,ারি
মাঝি,বিশেষ্য,ি
মাটাপালাম,বিশেষ্য,াপালাম
মাটাম,বিশেষ্য,াম
মাড়ুয়া,বিশেষ্য,়ুয়া
মাণবক,বিশেষ্য,বক
মাণিক্য,বিশেষ্য,িক্য
মাণ্ডবী,বিশেষ্য,্ডবী
মাতঃ,বিশেষ্য,ঃ
মাতগুড়,বিশেষ্য,গুড়
মাতঙ্গ,বিশেষ্য,ঙ্গ
মাতব্বর,বিশেষ্য,ব্বর
মাতরিশ্বা,বিশেষ্য,রিশ্বা
মাতলি,বিশেষ্য,লি
মাতুল,বিশেষ্য,ুল
মাতৃ,বিশেষ্য,ৃ
মাতোয়ালি,বিশেষ্য,োয়ালি
মাত্রা,বিশেষ্য,্রা
মাত্সর্য,বিশেষ্য,্সর্য
মাত্স্য,বিশেষণ,্স্য
মাথট,বিশেষ্য,ট
মাথাল,বিশেষ্য,াল
মাথুর,বিশেষণ,ুর
মাদুলি,বিশেষ্য,ুলি
মাদ্রাজি,বিশেষণ,্রাজি
মাদ্রাসা,বিশেষ্য,্রাসা
মাধব,বিশেষ্য,ব
মাধবী,বিশেষ্য,বী
মাধাই,বিশেষ্য,াই
মাধুরী,বিশেষ্য,ুরী
মাধুর্য,বিশেষ্য,ুর্য
মাধ্ব,বিশেষণ,্ব
মাধ্বী,বিশেষণ,্বী
মাধ্যন্দিন,বিশেষণ,্যন্দিন
মাধ্যম,বিশেষ্য,্যম
মাধ্যাকর্ষণ,বিশেষ্য,্যাকর্ষণ
মাধ্যাহ্নিক,বিশেষণ,্যাহ্নিক
মানতাসা,বিশেষ্য,তাসা
মানদণ্ড,বিশেষ্য,দণ্ড
মানিনী,বিশেষণ,িনী
মানিব্যাগ,বিশেষ্য,িব্যাগ
মান্দার,বিশেষ্য,্দার
মান্দাস,বিশেষ্য,্দাস
মান্দ্য,বিশেষ্য,্দ্য
মাফলার,বিশেষ্য,লার
মাফিক,বিশেষণ,িক
মামড়ি,বিশেষ্য,ড়ি
মামদো,বিশেষ্য,দো
মামলা,বিশেষ্য,লা
মামুলি,বিশেষণ,ুলি
মারকত,বিশেষণ,কত
মারপ্যাঁচ,বিশেষ্য,প্যাঁচ
মারফত,অব্যয়,ফত
মারবেল,বিশেষ্য,বেল
মারসিয়া,বিশেষ্য,সিয়া
মারাঠা,বিশেষ্য,াঠা
মারাত্মক,বিশেষণ,াত্মক
মারীচ,বিশেষ্য,ীচ
মারুত,বিশেষ্য,ুত
মার্কসবাদ,বিশেষ্য,্কসবাদ
মার্কা,বিশেষ্য,্কা
মার্কিন,বিশেষ্য,্কিন
মার্কেট,বিশেষ্য,্কেট
মার্গণ,বিশেষ্য,্গণ
মার্জার,বিশেষ্য,্জার
মার্জিন,বিশেষ্য,্জিন
মার্ডার,বিশেষ্য,্ডার
মার্তণ্ড,বিশেষ্য,্তণ্ড
মার্দব,বিশেষ্য,্দব
মার্শাল,বিশেষ্য,্শাল
মালইচাকি,বিশেষ্য,ইচাকি
মালকিন,বিশেষ্য,কিন
মালঝাঁপ,বিশেষ্য,ঝাঁপ
মালঞ্চ,বিশেষ্য,ঞ্চ
মালতী,বিশেষ্য,তী
মালব,বিশেষ্য,ব
মালশা,বিশেষ্য,শা
মালশি,বিশেষ্য,শি
মালাবারি,বিশেষ্য,াবারি
মালিন্য,বিশেষ্য,িন্য
মালী,বিশেষ্য,ী
মালুম,বিশেষ্য,ুম
মালুমকাঠ,বিশেষ্য,ুমকাঠ
মালোপমা,বিশেষ্য,োপমা
মাশুক,বিশেষ্য,ুক
মাশুল,বিশেষ্য,ুল
মাষ্টার,বিশেষ্য,্টার
মাসশ্বশুর,বিশেষ্য,শ্বশুর
মাসান্ত,বিশেষ্য,ান্ত
মাসার্ধ,বিশেষ্য,ার্ধ
মাস্টার,বিশেষ্য,্টার
মাস্তুল,বিশেষ্য,্তুল
মাহাজনিক,বিশেষ্য,াজনিক
মাহাত্ম্য,বিশেষ্য,াত্ম্য
মাহিষ,বিশেষণ,িষ
মাহিষ্য,বিশেষ্য,িষ্য
মাহুত,বিশেষ্য,ুত
মাহেন্দ্র,বিশেষণ,েন্দ্র
মাহেশ,বিশেষণ,েশ
মিউজিয়াম,বিশেষ্য,াম
মিটমিট,বিশেষ্য,িট
মিতাক্ষরা,বিশেষ্য,ক্ষরা
মিরমুনশি,বিশেষ্য,ুনশি
মির্মির,বিশেষ্য,মির
মিলনোত্সব,বিশেষ্য,োত্সব
মিলমিলে,বিশেষ্য,িলে
মিলমিশ,বিশেষণ,িশ
মিলিটারি,বিশেষ্য,টারি
মিলিমিটার,বিশেষ্য,মিটার
মিষ্টিকুমড়ো,বিশেষ্য,মড়ো
মিসিবাবা,বিশেষ্য,বাবা
মুখাপেক্ষা,বিশেষ্য,পেক্ষা
মুখাবয়ব,বিশেষ্য,বয়ব
মুখোপাধ্যায়,বিশেষ্য,পাধ্যায়
মুখ্যাভিনেতা,বিশেষ্য,যাভিনেতা
মুখ্যার্থ,বিশেষ্য,যার্থ
মুচলেকা,বিশেষ্য,কা
মুচুকুন্দ,বিশেষ্য,ন্দ
মুতফরাক্কা,বিশেষণ,রাক্কা
মুতসুদ্দি,বিশেষ্য,ুদ্দি
মুসাফির,বিশেষ্য,ির
মুসাবিদা,বিশেষ্য,িদা
মেকআপ,বিশেষ্য,আপ
মেকদার,বিশেষ্য,দার
মেকানিক,বিশেষ্য,ানিক
মেজবান,বিশেষ্য,বান
মেজাজ,বিশেষ্য,াজ
মেটেসাপ,বিশেষ্য,েসাপ
মেঠো,বিশেষণ,ো
মেড়ো,বিশেষ্য,়ো
মেডেল,বিশেষ্য,েল
মেঢ্র,বিশেষ্য,্র
মেদিনী,বিশেষ্য,িনী
মেন্ধি,বিশেষ্য,্ধি
মেম্বার,বিশেষ্য,্বার
মেরজাই,বিশেষ্য,জাই
মেরাপ,বিশেষ্য,াপ
মেরামত,বিশেষ্য,ামত
মেরুকরণ,বিশেষ্য,ুকরণ
মেরুদণ্ড,বিশেষ্য,ুদণ্ড
মেরুন,বিশেষ্য,ুন
মেলামেশা,বিশেষ্য,ামেশা
মেশিন,বিশেষ্য,িন
মেহনত,বিশেষ্য,নত
মেহমান,বিশেষ্য,মান
মেহেরবান,বিশেষণ,েরবান
মে়জর,বিশেষ্য,জর
মেয়র,বিশেষ্য,র
মৌক্তিক,বিশেষ্য,্তিক
মৌখিক,বিশেষণ,িক
মৌচাক,বিশেষ্য,াক
মৌটুসি,বিশেষ্য,ুসি
মৌতাত,বিশেষ্য,াত
মৌদগল্য,বিশেষ্য,গল্য
মৌমাছি,বিশেষ্য,াছি
মৌরালা,বিশেষ্য,ালা
মৌর্বী,বিশেষ্য,্বী
মৌলবাদ,বিশেষ্য,বাদ
মৌলানা,বিশেষ্য,ানা
ম্যাংগানিজ,বিশেষ্য,নিজ
ম্যাজিস্ট্রেট,বিশেষ্য,্ট্রেট
ম্যাটম্যাট,বিশেষ্য,যাট
ম্যানেজার,বিশেষ্য,জার
যকৃত্,বিশেষ্য,ত্
যক্ষ্মা,বিশেষ্য,ষ্মা
যজুর্বেদী,বিশেষণ,ী
যথাযথ্য,বিশেষ্য,থ্য
যবস্হব,বিশেষণ,্হব
যবাগূ,বিশেষ্য,গূ
যাচ্ছেতাই,বিশেষ্য,াই
যাতায়াত,বিশেষ্য,য়াত
যান্ত্রিকতা,বিশেষ্য,ত্রিকতা
যুযুত্সা,বিশেষ্য,সা
যোগালিয়া,বিশেষ্য,ালিয়া
যোগিনী,বিশেষ্য,িনী
যোগিয়া,বিশেষ্য,িয়া
রইরই,বিশেষ্য,ই
রক্ষী,বিশেষণ,ষী
রগরগ,বিশেষ্য,গ
রঞ্জনরশ্মি,বিশেষ্য,শ্মি
রবারক্লথ,বিশেষ্য,রক্লথ
রবিউলআউঅল,বিশেষ্য,উলআউঅল
রবিয়ানা,বিশেষ্য,য়ানা
রবীন্দ্রচর্চা,বিশেষ্য,ন্দ্রচর্চা
রবীন্দ্রসংগীত,বিশেষ্য,ন্দ্রসংগীত
রম্ভা,বিশেষ্য,ভা
রাংচিতা,বিশেষ্য,িতা
রাইখয়রা,বিশেষ্য,য়রা
রাইফেল,বিশেষ্য,েল
রাগারাগি,বিশেষ্য,রাগি
রাজকীয়,বিশেষণ,ীয়
রাজপুত,বিশেষ্য,ুত
রাজপ্রমুখ,বিশেষ্য,্রমুখ
রাজবংশি,বিশেষ্য,ংশি
রাজবর্ত্ম,বিশেষ্য,র্ত্ম
রাজমজুর,বিশেষ্য,জুর
রাজমার্গ,বিশেষ্য,ার্গ
রাজমিস্ত্রি,বিশেষ্য,িস্ত্রি
রাজযোটক,বিশেষ্য,োটক
রাজরোগ,বিশেষ্য,োগ
রাজর্ষি,বিশেষ্য,্ষি
রাজসংস্করণ,বিশেষ্য,ংস্করণ
রাজসূয়,বিশেষ্য,ূয়
রাজস্কন্ধ,বিশেষ্য,্কন্ধ
রাজস্ব,বিশেষ্য,্ব
রাজাধিরাজ,বিশেষ্য,ধিরাজ
রাজানুকম্পা,বিশেষ্য,নুকম্পা
রাজাহীন,বিশেষণ,হীন
রাজৈশ্বর্য,বিশেষ্য,শ্বর্য
রাজ্ঞী,বিশেষ্য,ঞী
রাত্তির,বিশেষ্য,তির
রাধাবল্লভি,বিশেষ্য,ল্লভি
রান্না,বিশেষ্য,না
রাবীন্দ্রিক,বিশেষণ,ন্দ্রিক
রামপ্রসাদি,বিশেষ্য,্রসাদি
রাসোত্সব,বিশেষ্য,্সব
রিফিউজি,বিশেষ্য,জি
রিমঝিম,বিশেষ্য,িম
রিমিকিঝিমিকি,বিশেষ্য,কিঝিমিকি
রিহার্সাল,বিশেষ্য,্সাল
রুইদাস,বিশেষ্য,াস
রূপচাঁদ,বিশেষ্য,াঁদ
রূপটান,বিশেষ্য,ান
রূপদস্তা,বিশেষ্য,স্তা
রূপাজীবা,বিশেষ্য,জীবা
রূপোন্মত্ত,বিশেষণ,ন্মত্ত
রূপোপজীবিনী,বিশেষ্য,পজীবিনী
রেজাল্ট,বিশেষ্য,্ট
রেজিমেন্ট,বিশেষ্য,েন্ট
রেজিষ্ট্রি,বিশেষ্য,্ট্রি
রেফ্রিজারেটার,বিশেষ্য,রিজারেটার
রেসুড়ে,বিশেষ্য,ড়ে
রোহিতাশ্ব,বিশেষ্য,শ্ব
লক্ষ্মণ,বিশেষ্য,মণ
লক্ষ্যীকৃত,বিশেষণ,যীকৃত
লঙ্গরখানা,বিশেষ্য,খানা
লন্ডভন্ড,বিশেষণ,ডভন্ড
লন্ড্রি,বিশেষ্য,ড্রি
লবডঙ্কা,বিশেষ্য,ঙ্কা
লবেজান,বিশেষণ,জান
লম্বরদার,বিশেষ্য,দার
লাইনিং,বিশেষ্য,িং
লাইফবেল্ট,বিশেষ্য,বেল্ট
লাইফবোট,বিশেষ্য,বোট
লাইব্রেরি,বিশেষ্য,্রেরি
লাইসেন্স,বিশেষ্য,েন্স
লাউডস্পিকার,বিশেষ্য,স্পিকার
লাউয়্যান্স,বিশেষ্য,্যান্স
লাখেরাজ,বিশেষণ,রাজ
লাগাতার,বিশেষণ,তার
লালনগীতি,বিশেষ্য,গীতি
লালফিতে,বিশেষ্য,িতে
লালবাতি,বিশেষ্য,াতি
লালাটিক,বিশেষণ,টিক
লালাস্রাব,বিশেষ্য,স্রাব
লালায়িত,বিশেষণ,য়িত
লুকোচুরি,বিশেষ্য,ুরি
লুমিনিয়ম,বিশেষ্য,নিয়ম
লুম্পেন,বিশেষণ,পেন
লেখাজোখা,বিশেষ্য,জোখা
লেখাপড়া,বিশেষ্য,পড়া
লেখ্যোপকরণ,বিশেষ্য,যোপকরণ
লেগব্রেক,বিশেষ্য,্রেক
লেডিকেনি,বিশেষ্য,েনি
লেফটেনান্ট,বিশেষ্য,নান্ট
লোপ্যাথি,বিশেষ্য,্যাথি
শকরকন্দ,বিশেষ্য,কন্দ
শকারবকার,বিশেষ্য,রবকার
শকুন্ত,বিশেষ্য,ন্ত
শণ্মাস,বিশেষ্য,মাস
শতরঞ্চি,বিশেষ্য,ঞ্চি
শতানীক,বিশেষণ,নীক
শনৈশ্চর,বিশেষ্য,্চর
শবেবরাত,বিশেষ্য,বরাত
শম্বুক,বিশেষ্য,বুক
শম্ভু,বিশেষ্য,ভু
শরদিন্দু,বিশেষ্য,িন্দু
শরবত,বিশেষ্য,ত
শরাকত,বিশেষ্য,কত
শরাফত,বিশেষ্য,ফত
শর্করা,বিশেষ্য,করা
শাঁখারি,বিশেষ্য,ারি
শাকম্ভরী,বিশেষ্য,্ভরী
শাণ্ডিল্য,বিশেষ্য,ডিল্য
শান্তিপুরি,বিশেষণ,তিপুরি
শালগ্রাম,বিশেষ্য,্রাম
শালিবাহন,বিশেষ্য,বাহন
শিক্ষয়িতা,বিশেষণ,ষয়িতা
শিম্পাঞ্জি,বিশেষ্য,পাঞ্জি
শিরদাঁড়া,বিশেষ্য,াঁড়া
শিরপেচ,বিশেষ্য,েচ
শিরশির,বিশেষ্য,ির
শিরোদেশ,বিশেষ্য,দেশ
শিরোধার্য,বিশেষণ,ধার্য
শিরোভূষণ,বিশেষ্য,ভূষণ
শিরোরূহ,বিশেষ্য,রূহ
শিরোরোগ,বিশেষ্য,রোগ
শিলীন্ধ্র,বিশেষ্য,ন্ধ্র
শিলীপদ,বিশেষ্য,পদ
শিলীমুখ,বিশেষ্য,মুখ
শিলোঞ্ছ,বিশেষ্য,ঞ্ছ
শিশিক্ষু,বিশেষ্য,্ষু
শুঁটকো,বিশেষণ,কো
শুকনাস,বিশেষণ,াস
শুকশিমা,বিশেষ্য,িমা
শেরওয়ানি,বিশেষ্য,য়ানি
শোঁশোঁ,বিশেষ্য,োঁ
শৌরসেনী,বিশেষ্য,নী
শ্বদন্ত,বিশেষ্য,ন্ত
শ্বশুর্য,বিশেষ্য,ুর্য
শ্বাপদ,বিশেষ্য,পদ
শ্বাপুচ্ছ,বিশেষ্য,পুচ্ছ
শ্বৈত্য,বিশেষ্য,ত্য
শ্যাম্পু,বিশেষ্য,পু
শ্রদ্দধান,বিশেষণ,দধান
শ্রমোপজীবী,বিশেষণ,পজীবী
ষড়ভিজ্ঞ,বিশেষ্য,িজ্ঞ
ষড়্ঋতু,বিশেষ্য,ঋতু
